"","CollabGroup","Year","Value","source","iso3c","iso2c","TotalValue","Percentage"
"13344","Hungary-United Kingdom",1986,1,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,672378,0.000148725865510174
"13345","Hungary-United Kingdom",1989,2,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,778102,0.000257035709971186
"13346","Hungary-United Kingdom",1992,1,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,893761,0.000111886734820606
"13347","Hungary-United Kingdom",1994,11,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,882457,0.00124651966044804
"13348","Hungary-United Kingdom",1997,18,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,1182320,0.00152243047567494
"13349","Hungary-United Kingdom",1999,2,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,1241217,0.000161132179143534
"13350","Hungary-United Kingdom",2000,1,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,1326695,7.5375274648657e-05
"13351","Hungary-United Kingdom",2002,11,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,1400151,0.000785629549955683
"13352","Hungary-United Kingdom",2005,13,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,1597342,0.000813852011654361
"13353","Hungary-United Kingdom",2008,1,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,1793021,5.57717951992754e-05
"13354","Hungary-United Kingdom",2015,1,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,2562487,3.90245882223012e-05
"13355","Hungary-United Kingdom",2018,4,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,2750178,0.000145445131187872
"13356","Hungary-United Kingdom",2019,4,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,2861304,0.000139796400522279
"13357","Hungary-United Kingdom",2020,7,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,2819039,0.000248311570006658
"13358","Hungary-United Kingdom",2021,1,"absolute_counting_colabs_metalOrganic","HUN-GBR",NA,2932339,3.41024690528619e-05
"13359","Hungary-Ireland-United Kingdom",1999,2,"absolute_counting_colabs_metalOrganic","HUN-IRL-GBR",NA,1241217,0.000161132179143534
"13360","Hungary-Ireland-United Kingdom",2003,11,"absolute_counting_colabs_metalOrganic","HUN-IRL-GBR",NA,1474230,0.000746152228621043
"13361","Hungary-Ireland-United Kingdom",2012,4,"absolute_counting_colabs_metalOrganic","HUN-IRL-GBR",NA,2340287,0.00017091920777238
"13362","Hungary-Italy-United Kingdom",1991,4,"absolute_counting_colabs_metalOrganic","HUN-ITA-GBR",NA,823192,0.000485913371364153
"13363","Hungary-Serbia-United Kingdom",1999,5,"absolute_counting_colabs_metalOrganic","HUN-SRB-GBR",NA,1241217,0.000402830447858835
"13364","Hungary-Serbia-United Kingdom",2002,7,"absolute_counting_colabs_metalOrganic","HUN-SRB-GBR",NA,1400151,0.000499946077244526
"13365","Ireland-United Kingdom",1983,6,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,671623,0.000893358327514096
"13366","Ireland-United Kingdom",1986,8,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,672378,0.00118980692408139
"13367","Ireland-United Kingdom",1987,6,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,743929,0.00080652858001234
"13368","Ireland-United Kingdom",1988,13,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,793726,0.00163784479782696
"13369","Ireland-United Kingdom",1989,1,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,778102,0.000128517854985593
"13370","Ireland-United Kingdom",1991,19,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,823192,0.00230808851397973
"13371","Ireland-United Kingdom",1992,7,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,893761,0.000783207143744245
"13372","Ireland-United Kingdom",1993,5,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,868981,0.000575386573469385
"13373","Ireland-United Kingdom",1994,7,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,882457,0.000793239783921483
"13374","Ireland-United Kingdom",1995,1,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,931356,0.000107370328853843
"13375","Ireland-United Kingdom",1996,57,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1152504,0.00494575289977302
"13376","Ireland-United Kingdom",1997,15,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1182320,0.00126869206306245
"13377","Ireland-United Kingdom",1998,3,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1224109,0.000245076214618143
"13378","Ireland-United Kingdom",1999,9,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1241217,0.000725094806145904
"13379","Ireland-United Kingdom",2000,11,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1326695,0.000829128021135227
"13380","Ireland-United Kingdom",2001,13,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1343056,0.0009679417686232
"13381","Ireland-United Kingdom",2002,23,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1400151,0.00164267996808916
"13382","Ireland-United Kingdom",2003,27,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1474230,0.00183146456116074
"13383","Ireland-United Kingdom",2004,50,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1537682,0.00325164760984391
"13384","Ireland-United Kingdom",2005,66,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1597342,0.00413186405916829
"13385","Ireland-United Kingdom",2006,23,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1660401,0.00138520754926069
"13386","Ireland-United Kingdom",2007,33,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1695677,0.00194612535288265
"13387","Ireland-United Kingdom",2008,41,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1793021,0.00228664360317029
"13388","Ireland-United Kingdom",2009,17,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,1947736,0.000872808224523241
"13389","Ireland-United Kingdom",2010,31,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2186977,0.00141748175678116
"13390","Ireland-United Kingdom",2011,19,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2306464,0.000823771799603202
"13391","Ireland-United Kingdom",2012,39,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2340287,0.00166646227578071
"13392","Ireland-United Kingdom",2013,17,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2550387,0.000666565505548766
"13393","Ireland-United Kingdom",2014,27,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2599287,0.00103874639468439
"13394","Ireland-United Kingdom",2015,25,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2562487,0.000975614705557531
"13395","Ireland-United Kingdom",2016,11,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2606936,0.000421951286874707
"13396","Ireland-United Kingdom",2017,34,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2722142,0.00124901639958533
"13397","Ireland-United Kingdom",2018,31,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2750178,0.00112719976670601
"13398","Ireland-United Kingdom",2019,13,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2861304,0.000454338301697408
"13399","Ireland-United Kingdom",2020,25,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2819039,0.000886827035738065
"13400","Ireland-United Kingdom",2021,8,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2932339,0.000272819752422895
"13401","Ireland-United Kingdom",2022,79,"absolute_counting_colabs_metalOrganic","IRL-GBR",NA,2960168,0.00266876744833401
"13402","Ireland-Israel-United Kingdom",1991,20,"absolute_counting_colabs_metalOrganic","IRL-ISR-GBR",NA,823192,0.00242956685682077
"13403","Ireland-Israel-United Kingdom",1997,2,"absolute_counting_colabs_metalOrganic","IRL-ISR-GBR",NA,1182320,0.00016915894174166
"13404","Ireland-Israel-United Kingdom",2006,2,"absolute_counting_colabs_metalOrganic","IRL-ISR-GBR",NA,1660401,0.000120452830370495
"13405","India-Ireland-United Kingdom",2014,2,"absolute_counting_colabs_metalOrganic","IND-IRL-GBR",NA,2599287,7.69441773840288e-05
"13406","Ireland-Italy-United Kingdom",2002,13,"absolute_counting_colabs_metalOrganic","IRL-ITA-GBR",NA,1400151,0.000928471286311262
"13407","Ireland-Latvia-United Kingdom",2005,1,"absolute_counting_colabs_metalOrganic","IRL-LVA-GBR",NA,1597342,6.26040008964893e-05
"13408","Ireland-Netherlands-United Kingdom",2010,4,"absolute_counting_colabs_metalOrganic","IRL-NLD-GBR",NA,2186977,0.000182900871842731
"13409","Ireland-Netherlands-United Kingdom",2013,6,"absolute_counting_colabs_metalOrganic","IRL-NLD-GBR",NA,2550387,0.000235258413723094
"13410","Ireland-Netherlands-United Kingdom-United States",2021,9,"absolute_counting_colabs_metalOrganic","IRL-NLD-GBR-USA",NA,2932339,0.000306922221475757
"13411","Ireland-New Zealand-United Kingdom",2000,3,"absolute_counting_colabs_metalOrganic","IRL-NZL-GBR",NA,1326695,0.000226125823945971
"13412","Ireland-New Zealand-United Kingdom",2019,21,"absolute_counting_colabs_metalOrganic","IRL-NZL-GBR",NA,2861304,0.000733931102741967
"13413","Ireland-Pakistan-United Kingdom",2017,5,"absolute_counting_colabs_metalOrganic","IRL-PAK-GBR",NA,2722142,0.00018367888229196
"13414","Ireland-Sudan-United Kingdom",2005,7,"absolute_counting_colabs_metalOrganic","IRL-SDN-GBR",NA,1597342,0.000438228006275425
"13415","Ireland-Singapore-United Kingdom",2019,4,"absolute_counting_colabs_metalOrganic","IRL-SGP-GBR",NA,2861304,0.000139796400522279
"13416","Ireland-Taiwan-United Kingdom",2014,3,"absolute_counting_colabs_metalOrganic","IRL-TWN-GBR",NA,2599287,0.000115416266076043
"13417","Ireland-United Kingdom-United States",1990,2,"absolute_counting_colabs_metalOrganic","IRL-GBR-USA",NA,839793,0.000238153926027009
"13418","Ireland-United Kingdom-United States",2003,4,"absolute_counting_colabs_metalOrganic","IRL-GBR-USA",NA,1474230,0.000271328083134925
"13419","Ireland-United Kingdom-United States",2008,14,"absolute_counting_colabs_metalOrganic","IRL-GBR-USA",NA,1793021,0.000780805132789856
"13420","Ireland-United Kingdom-United States",2014,1,"absolute_counting_colabs_metalOrganic","IRL-GBR-USA",NA,2599287,3.84720886920144e-05
"13421","Ireland-United Kingdom-United States",2019,6,"absolute_counting_colabs_metalOrganic","IRL-GBR-USA",NA,2861304,0.000209694600783419
"13422","Ireland-United Kingdom-United States",2022,9,"absolute_counting_colabs_metalOrganic","IRL-GBR-USA",NA,2960168,0.00030403679791147
"13423","Israel-United Kingdom",1983,8,"absolute_counting_colabs_metalOrganic","ISR-GBR",NA,671623,0.00119114443668546
"13424","Israel-United Kingdom",1995,1,"absolute_counting_colabs_metalOrganic","ISR-GBR",NA,931356,0.000107370328853843
"13425","Israel-United Kingdom",1997,1,"absolute_counting_colabs_metalOrganic","ISR-GBR",NA,1182320,8.45794708708302e-05
"13426","Israel-United Kingdom",2007,2,"absolute_counting_colabs_metalOrganic","ISR-GBR",NA,1695677,0.000117946991083797
"13427","Israel-United Kingdom",2008,8,"absolute_counting_colabs_metalOrganic","ISR-GBR",NA,1793021,0.000446174361594203
"13428","Israel-United Kingdom",2009,7,"absolute_counting_colabs_metalOrganic","ISR-GBR",NA,1947736,0.000359391621862511
"13429","Israel-United Kingdom",2011,13,"absolute_counting_colabs_metalOrganic","ISR-GBR",NA,2306464,0.000563633336570612
"13430","Israel-United Kingdom",2012,6,"absolute_counting_colabs_metalOrganic","ISR-GBR",NA,2340287,0.00025637881165857
"13431","Israel-United Kingdom",2014,11,"absolute_counting_colabs_metalOrganic","ISR-GBR",NA,2599287,0.000423192975612158
"13432","India-Israel-United Kingdom",2001,2,"absolute_counting_colabs_metalOrganic","IND-ISR-GBR",NA,1343056,0.000148914118249723
"13433","Israel-United Kingdom-United States",2003,1,"absolute_counting_colabs_metalOrganic","ISR-GBR-USA",NA,1474230,6.78320207837312e-05
"13434","Israel-United Kingdom-United States",2006,8,"absolute_counting_colabs_metalOrganic","ISR-GBR-USA",NA,1660401,0.000481811321481979
"13435","Israel-United Kingdom-United States",2010,6,"absolute_counting_colabs_metalOrganic","ISR-GBR-USA",NA,2186977,0.000274351307764096
"13436","India-United Kingdom",1983,3,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,671623,0.000446679163757048
"13437","India-United Kingdom",1984,26,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,671670,0.0038709485312728
"13438","India-United Kingdom",1985,35,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,704006,0.0049715485379386
"13439","India-United Kingdom",1986,43,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,672378,0.0063952122169375
"13440","India-United Kingdom",1987,22,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,743929,0.00295727146004525
"13441","India-United Kingdom",1988,6,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,793726,0.000755928368227827
"13442","India-United Kingdom",1989,44,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,778102,0.0056547856193661
"13443","India-United Kingdom",1990,15,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,839793,0.00178615444520257
"13444","India-United Kingdom",1991,3,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,823192,0.000364435028523115
"13445","India-United Kingdom",1992,18,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,893761,0.00201396122677092
"13446","India-United Kingdom",1994,2,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,882457,0.000226639938263281
"13447","India-United Kingdom",1996,6,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1152504,0.00052060556839716
"13448","India-United Kingdom",1997,11,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1182320,0.000930374179579133
"13449","India-United Kingdom",1998,19,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1224109,0.00155214935924824
"13450","India-United Kingdom",1999,34,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1241217,0.00273924704544008
"13451","India-United Kingdom",2000,45,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1326695,0.00339188735918956
"13452","India-United Kingdom",2001,48,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1343056,0.00357393883799335
"13453","India-United Kingdom",2002,80,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1400151,0.00571366945422315
"13454","India-United Kingdom",2003,91,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1474230,0.00617271389131954
"13455","India-United Kingdom",2004,59,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1537682,0.00383694417961581
"13456","India-United Kingdom",2005,32,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1597342,0.00200332802868766
"13457","India-United Kingdom",2006,138,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1660401,0.00831124529556414
"13458","India-United Kingdom",2007,193,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1695677,0.0113818846395864
"13459","India-United Kingdom",2008,145,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1793021,0.00808691030389493
"13460","India-United Kingdom",2009,118,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,1947736,0.00605831591139662
"13461","India-United Kingdom",2010,205,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2186977,0.00937366968193996
"13462","India-United Kingdom",2011,127,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2306464,0.00550626413418982
"13463","India-United Kingdom",2012,184,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2340287,0.00786228355752948
"13464","India-United Kingdom",2013,98,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2550387,0.00384255409081053
"13465","India-United Kingdom",2014,126,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2599287,0.00484748317519381
"13466","India-United Kingdom",2015,136,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2562487,0.00530734399823297
"13467","India-United Kingdom",2016,109,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2606936,0.00418115366084937
"13468","India-United Kingdom",2017,114,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2722142,0.00418787851625668
"13469","India-United Kingdom",2018,139,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2750178,0.00505421830877856
"13470","India-United Kingdom",2019,77,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2861304,0.00269108071005388
"13471","India-United Kingdom",2020,28,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2819039,0.000993246280026633
"13472","India-United Kingdom",2021,19,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2932339,0.000647946912004376
"13473","India-United Kingdom",2022,41,"absolute_counting_colabs_metalOrganic","IND-GBR",NA,2960168,0.00138505652381892
"13474","India-Iran-South Africa-Tanzania-Turkey-United Kingdom-United States",2022,1,"absolute_counting_colabs_metalOrganic","IND-IRN-ZAF-TZA-TUR-GBR-USA",NA,2960168,3.37818664346078e-05
"13475","India-Italy-United Kingdom",2008,1,"absolute_counting_colabs_metalOrganic","IND-ITA-GBR",NA,1793021,5.57717951992754e-05
"13476","India-Italy-United Kingdom",2009,23,"absolute_counting_colabs_metalOrganic","IND-ITA-GBR",NA,1947736,0.00118085818611968
"13477","India-Italy-United Kingdom",2010,9,"absolute_counting_colabs_metalOrganic","IND-ITA-GBR",NA,2186977,0.000411526961646144
"13478","India-Italy-United Kingdom",2012,2,"absolute_counting_colabs_metalOrganic","IND-ITA-GBR",NA,2340287,8.545960388619e-05
"13479","India-Italy-United Kingdom",2016,10,"absolute_counting_colabs_metalOrganic","IND-ITA-GBR",NA,2606936,0.000383592078977006
"13480","India-Italy-United Kingdom",2018,2,"absolute_counting_colabs_metalOrganic","IND-ITA-GBR",NA,2750178,7.27225655939361e-05
"13481","India-Italy-United Kingdom",2019,4,"absolute_counting_colabs_metalOrganic","IND-ITA-GBR",NA,2861304,0.000139796400522279
"13482","India-Japan-United Kingdom",2000,6,"absolute_counting_colabs_metalOrganic","IND-JPN-GBR",NA,1326695,0.000452251647891942
"13483","India-Japan-United Kingdom",2014,4,"absolute_counting_colabs_metalOrganic","IND-JPN-GBR",NA,2599287,0.000153888354768058
"13484","India-Japan-United Kingdom",2015,1,"absolute_counting_colabs_metalOrganic","IND-JPN-GBR",NA,2562487,3.90245882223012e-05
"13485","India-Japan-United Kingdom",2017,5,"absolute_counting_colabs_metalOrganic","IND-JPN-GBR",NA,2722142,0.00018367888229196
"13486","India-Japan-United Kingdom",2018,2,"absolute_counting_colabs_metalOrganic","IND-JPN-GBR",NA,2750178,7.27225655939361e-05
"13487","India-Japan-United Kingdom",2019,3,"absolute_counting_colabs_metalOrganic","IND-JPN-GBR",NA,2861304,0.00010484730039171
"13488","India-Japan-United Kingdom-United States",2008,7,"absolute_counting_colabs_metalOrganic","IND-JPN-GBR-USA",NA,1793021,0.000390402566394928
"13489","India-South Korea-United Kingdom",2009,13,"absolute_counting_colabs_metalOrganic","IND-KOR-GBR",NA,1947736,0.000667441583458949
"13490","India-South Korea-United Kingdom",2011,1,"absolute_counting_colabs_metalOrganic","IND-KOR-GBR",NA,2306464,4.33564105054317e-05
"13491","India-Saudi Arabia-South Korea-United Kingdom",2022,2,"absolute_counting_colabs_metalOrganic","IND-SAU-KOR-GBR",NA,2960168,6.75637328692155e-05
"13492","India-Mexico-United Kingdom",2002,1,"absolute_counting_colabs_metalOrganic","IND-MEX-GBR",NA,1400151,7.14208681777894e-05
"13493","India-Malaysia-United Kingdom",2011,6,"absolute_counting_colabs_metalOrganic","IND-MYS-GBR",NA,2306464,0.00026013846303259
"13494","India-Norway-United Kingdom",2015,4,"absolute_counting_colabs_metalOrganic","IND-NOR-GBR",NA,2562487,0.000156098352889205
"13495","India-New Zealand-United Kingdom-United States",2013,13,"absolute_counting_colabs_metalOrganic","IND-NZL-GBR-USA",NA,2550387,0.000509726563066703
"13496","India-Oman-United Kingdom",2018,2,"absolute_counting_colabs_metalOrganic","IND-OMN-GBR",NA,2750178,7.27225655939361e-05
"13497","India-Oman-United Kingdom",2020,2,"absolute_counting_colabs_metalOrganic","IND-OMN-GBR",NA,2819039,7.09461628590452e-05
"13498","India-Portugal-United Kingdom",2022,6,"absolute_counting_colabs_metalOrganic","IND-PRT-GBR",NA,2960168,0.000202691198607647
"13499","India-Russia-United Kingdom",2014,4,"absolute_counting_colabs_metalOrganic","IND-RUS-GBR",NA,2599287,0.000153888354768058
"13500","India-Russia-United Kingdom",2022,1,"absolute_counting_colabs_metalOrganic","IND-RUS-GBR",NA,2960168,3.37818664346078e-05
"13501","India-Saudi Arabia-United Kingdom",2020,9,"absolute_counting_colabs_metalOrganic","IND-SAU-GBR",NA,2819039,0.000319257732865703
"13502","India-Saudi Arabia-United Kingdom",2021,6,"absolute_counting_colabs_metalOrganic","IND-SAU-GBR",NA,2932339,0.000204614814317171
"13503","India-Saudi Arabia-United Kingdom",2022,10,"absolute_counting_colabs_metalOrganic","IND-SAU-GBR",NA,2960168,0.000337818664346078
"13504","India-Singapore-United Kingdom-United States",2020,8,"absolute_counting_colabs_metalOrganic","IND-SGP-GBR-USA",NA,2819039,0.000283784651436181
"13505","India-Taiwan-United Kingdom",2001,1,"absolute_counting_colabs_metalOrganic","IND-TWN-GBR",NA,1343056,7.44570591248615e-05
"13506","India-Taiwan-United Kingdom",2004,15,"absolute_counting_colabs_metalOrganic","IND-TWN-GBR",NA,1537682,0.000975494282953172
"13507","India-Taiwan-United Kingdom",2009,8,"absolute_counting_colabs_metalOrganic","IND-TWN-GBR",NA,1947736,0.000410733282128584
"13508","India-Taiwan-United Kingdom",2021,4,"absolute_counting_colabs_metalOrganic","IND-TWN-GBR",NA,2932339,0.000136409876211448
"13509","India-United Kingdom-United States",1987,3,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,743929,0.00040326429000617
"13510","India-United Kingdom-United States",2005,6,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,1597342,0.000375624005378936
"13511","India-United Kingdom-United States",2006,2,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,1660401,0.000120452830370495
"13512","India-United Kingdom-United States",2008,26,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,1793021,0.00145006667518116
"13513","India-United Kingdom-United States",2009,6,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,1947736,0.000308049961596438
"13514","India-United Kingdom-United States",2014,6,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,2599287,0.000230832532152086
"13515","India-United Kingdom-United States",2016,11,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,2606936,0.000421951286874707
"13516","India-United Kingdom-United States",2017,25,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,2722142,0.000918394411459799
"13517","India-United Kingdom-United States",2018,38,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,2750178,0.00138172874628479
"13518","India-United Kingdom-United States",2019,35,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,2861304,0.00122321850456994
"13519","India-United Kingdom-United States",2020,44,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,2819039,0.001560815582899
"13520","India-United Kingdom-United States",2022,4,"absolute_counting_colabs_metalOrganic","IND-GBR-USA",NA,2960168,0.000135127465738431
"13521","Iraq-United Kingdom",1990,7,"absolute_counting_colabs_metalOrganic","IRQ-GBR",NA,839793,0.000833538741094532
"13522","Iraq-United Kingdom",2009,5,"absolute_counting_colabs_metalOrganic","IRQ-GBR",NA,1947736,0.000256708301330365
"13523","Iraq-United Kingdom",2012,9,"absolute_counting_colabs_metalOrganic","IRQ-GBR",NA,2340287,0.000384568217487855
"13524","Iraq-United Kingdom",2013,15,"absolute_counting_colabs_metalOrganic","IRQ-GBR",NA,2550387,0.000588146034307734
"13525","Iraq-United Kingdom",2015,5,"absolute_counting_colabs_metalOrganic","IRQ-GBR",NA,2562487,0.000195122941111506
"13526","Iraq-United Kingdom",2019,9,"absolute_counting_colabs_metalOrganic","IRQ-GBR",NA,2861304,0.000314541901175129
"13527","Iraq-United Kingdom",2020,6,"absolute_counting_colabs_metalOrganic","IRQ-GBR",NA,2819039,0.000212838488577136
"13528","Iraq-South Africa-United Kingdom",2018,8,"absolute_counting_colabs_metalOrganic","IRQ-ZAF-GBR",NA,2750178,0.000290890262375744
"13529","Iran-United Kingdom",1986,23,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,672378,0.00342069490673401
"13530","Iran-United Kingdom",1987,7,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,743929,0.000940950010014397
"13531","Iran-United Kingdom",1999,1,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1241217,8.05660895717671e-05
"13532","Iran-United Kingdom",2000,3,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1326695,0.000226125823945971
"13533","Iran-United Kingdom",2001,4,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1343056,0.000297828236499446
"13534","Iran-United Kingdom",2002,11,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1400151,0.000785629549955683
"13535","Iran-United Kingdom",2004,4,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1537682,0.000260131808787513
"13536","Iran-United Kingdom",2005,8,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1597342,0.000500832007171914
"13537","Iran-United Kingdom",2006,3,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1660401,0.000180679245555742
"13538","Iran-United Kingdom",2007,16,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1695677,0.000943575928670378
"13539","Iran-United Kingdom",2008,55,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1793021,0.00306744873596015
"13540","Iran-United Kingdom",2009,31,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,1947736,0.00159159146824826
"13541","Iran-United Kingdom",2010,29,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2186977,0.0013260313208598
"13542","Iran-United Kingdom",2011,6,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2306464,0.00026013846303259
"13543","Iran-United Kingdom",2013,5,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2550387,0.000196048678102578
"13544","Iran-United Kingdom",2016,8,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2606936,0.000306873663181605
"13545","Iran-United Kingdom",2017,7,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2722142,0.000257150435208744
"13546","Iran-United Kingdom",2018,31,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2750178,0.00112719976670601
"13547","Iran-United Kingdom",2019,20,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2861304,0.000698982002611397
"13548","Iran-United Kingdom",2020,15,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2819039,0.000532096221442839
"13549","Iran-United Kingdom",2021,2,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2932339,6.82049381057238e-05
"13550","Iran-United Kingdom",2022,6,"absolute_counting_colabs_metalOrganic","IRN-GBR",NA,2960168,0.000202691198607647
"13551","Iran-Italy-United Kingdom",2005,3,"absolute_counting_colabs_metalOrganic","IRN-ITA-GBR",NA,1597342,0.000187812002689468
"13552","Iran-Italy-United Kingdom",2009,3,"absolute_counting_colabs_metalOrganic","IRN-ITA-GBR",NA,1947736,0.000154024980798219
"13553","Iran-Italy-United Kingdom",2011,2,"absolute_counting_colabs_metalOrganic","IRN-ITA-GBR",NA,2306464,8.67128210108634e-05
"13554","Iran-Italy-United Kingdom",2015,4,"absolute_counting_colabs_metalOrganic","IRN-ITA-GBR",NA,2562487,0.000156098352889205
